ticket_id,site_id,timestamp,net_volume_bbl,ticket_amount_usd,manifest_ref
TKT-SITE-06-2025-01-08-00681,SITE-06,2025-01-08T19:09:00+00:00,134.362,3800.59,MNF-SITE-06-2025-01-08
TKT-SITE-06-2025-01-08-00682,SITE-06,2025-01-08T04:11:00+00:00,133.933,3482.39,MNF-SITE-06-2025-01-08
TKT-SITE-07-2025-01-08-00683,SITE-07,2025-01-08T19:23:00+00:00,139.404,3628.35,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00684,SITE-07,2025-01-08T08:00:00+00:00,142.63,3055.17,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00685,SITE-07,2025-01-08T23:38:00+00:00,136.213,3636.6,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00686,SITE-07,2025-01-08T10:42:00+00:00,138.236,3478.05,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00687,SITE-07,2025-01-08T23:25:00+00:00,139.285,3712.06,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00688,SITE-07,2025-01-08T07:35:00+00:00,140.037,3879.58,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00689,SITE-07,2025-01-08T00:14:00+00:00,139.174,3560.09,MNF-SITE-07-2025-01-08
TKT-SITE-07-2025-01-08-00690,SITE-07,2025-01-08T01:19:00+00:00,142.992,3773.66,MNF-SITE-07-2025-01-08
TKT-SITE-08-2025-01-08-00691,SITE-08,2025-01-08T14:33:00+00:00,126.793,4091.83,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00692,SITE-08,2025-01-08T10:50:00+00:00,129.816,3614.82,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00693,SITE-08,2025-01-08T19:15:00+00:00,128.719,3812.91,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00694,SITE-08,2025-01-08T08:05:00+00:00,129.697,3886.41,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00695,SITE-08,2025-01-08T13:11:00+00:00,127.943,3320.92,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00696,SITE-08,2025-01-08T04:42:00+00:00,126.837,2860.28,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00697,SITE-08,2025-01-08T14:23:00+00:00,130.784,4242.46,MNF-SITE-08-2025-01-08
TKT-SITE-08-2025-01-08-00698,SITE-08,2025-01-08T18:31:00+00:00,125.601,3830.52,MNF-SITE-08-2025-01-08
TKT-SITE-09-2025-01-08-00699,SITE-09,2025-01-08T11:34:00+00:00,140.133,2856.46,MNF-SITE-09-2025-01-08
TKT-SITE-09-2025-01-08-00700,SITE-09,2025-01-08T17:04:00+00:00,140.496,3215.3,MNF-SITE-09-2025-01-08
TKT-SITE-09-2025-01-08-00701,SITE-09,2025-01-08T15:09:00+00:00,136.475,3825.74,MNF-SITE-09-2025-01-08
TKT-SITE-09-2025-01-08-00702,SITE-09,2025-01-08T18:38:00+00:00,142.163,3321.85,MNF-SITE-09-2025-01-08
TKT-SITE-09-2025-01-08-00703,SITE-09,2025-01-08T14:54:00+00:00,135.166,3518.22,MNF-SITE-09-2025-01-08
TKT-SITE-09-2025-01-08-00704,SITE-09,2025-01-08T14:28:00+00:00,138.63,3030.07,MNF-SITE-09-2025-01-08
TKT-SITE-10-2025-01-08-00705,SITE-10,2025-01-08T09:56:00+00:00,111.334,3251.46,MNF-SITE-10-2025-01-08
TKT-SITE-10-2025-01-08-00706,SITE-10,2025-01-08T10:27:00+00:00,115.027,3412.79,MNF-SITE-10-2025-01-08
TKT-SITE-10-2025-01-08-00707,SITE-10,2025-01-08T04:49:00+00:00,115.062,3021.06,MNF-SITE-10-2025-01-08
TKT-SITE-10-2025-01-08-00708,SITE-10,2025-01-08T12:13:00+00:00,114.025,3283.66,MNF-SITE-10-2025-01-08
TKT-SITE-10-2025-01-08-00709,SITE-10,2025-01-08T00:17:00+00:00,114.658,3165.64,MNF-SITE-10-2025-01-08
TKT-SITE-11-2025-01-08-00710,SITE-11,2025-01-08T13:12:00+00:00,121.308,3998.67,MNF-SITE-11-2025-01-08
TKT-SITE-11-2025-01-08-00711,SITE-11,2025-01-08T22:31:00+00:00,126.371,3935.99,MNF-SITE-11-2025-01-08
TKT-SITE-11-2025-01-08-00712,SITE-11,2025-01-08T14:45:00+00:00,127.028,2989.21,MNF-SITE-11-2025-01-08
TKT-SITE-11-2025-01-08-00713,SITE-11,2025-01-08T17:00:00+00:00,129.985,2816.18,MNF-SITE-11-2025-01-08
TKT-SITE-11-2025-01-08-00714,SITE-11,2025-01-08T01:48:00+00:00,130.21,3525.42,MNF-SITE-11-2025-01-08
TKT-SITE-12-2025-01-08-00715,SITE-12,2025-01-08T07:29:00+00:00,109.598,3780.18,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00716,SITE-12,2025-01-08T23:16:00+00:00,108.054,3297.65,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00717,SITE-12,2025-01-08T04:11:00+00:00,109.937,3942.55,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00718,SITE-12,2025-01-08T02:20:00+00:00,115.366,3438.37,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00719,SITE-12,2025-01-08T05:09:00+00:00,109.28,3193.65,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00720,SITE-12,2025-01-08T14:09:00+00:00,109.032,3487.05,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00721,SITE-12,2025-01-08T14:50:00+00:00,109.135,2622.48,MNF-SITE-12-2025-01-08
TKT-SITE-12-2025-01-08-00722,SITE-12,2025-01-08T13:00:00+00:00,107.87,3165.2,MNF-SITE-12-2025-01-08
TKT-SITE-01-2025-01-09-00723,SITE-01,2025-01-09T07:26:00+00:00,111.675,3445.07,MNF-SITE-01-2025-01-09
TKT-SITE-01-2025-01-09-00724,SITE-01,2025-01-09T01:42:00+00:00,107.812,2748.6,MNF-SITE-01-2025-01-09
TKT-SITE-01-2025-01-09-00725,SITE-01,2025-01-09T00:36:00+00:00,107.746,3034.31,MNF-SITE-01-2025-01-09
TKT-SITE-01-2025-01-09-00726,SITE-01,2025-01-09T20:17:00+00:00,109.27,2966.61,MNF-SITE-01-2025-01-09
TKT-SITE-01-2025-01-09-00727,SITE-01,2025-01-09T06:02:00+00:00,105.983,3486.08,MNF-SITE-01-2025-01-09
TKT-SITE-02-2025-01-09-00728,SITE-02,2025-01-09T06:47:00+00:00,110.514,3167.13,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00729,SITE-02,2025-01-09T03:23:00+00:00,112.1,3536.79,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00730,SITE-02,2025-01-09T10:54:00+00:00,110.086,3748.89,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00731,SITE-02,2025-01-09T03:21:00+00:00,110.514,3329.65,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00732,SITE-02,2025-01-09T10:13:00+00:00,114.766,2936.86,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00733,SITE-02,2025-01-09T00:46:00+00:00,112.727,2726.79,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00734,SITE-02,2025-01-09T09:55:00+00:00,114.498,3631.89,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00735,SITE-02,2025-01-09T00:19:00+00:00,111.409,3233.23,MNF-SITE-02-2025-01-09
TKT-SITE-02-2025-01-09-00736,SITE-02,2025-01-09T00:08:00+00:00,110.479,3147.53,MNF-SITE-02-2025-01-09
TKT-SITE-03-2025-01-09-00737,SITE-03,2025-01-09T15:10:00+00:00,114.254,3169.26,MNF-SITE-03-2025-01-09
TKT-SITE-03-2025-01-09-00738,SITE-03,2025-01-09T12:21:00+00:00,112.949,3624.13,MNF-SITE-03-2025-01-09
TKT-SITE-03-2025-01-09-00739,SITE-03,2025-01-09T20:00:00+00:00,116.451,3842.42,MNF-SITE-03-2025-01-09
TKT-SITE-03-2025-01-09-00740,SITE-03,2025-01-09T22:37:00+00:00,116.135,3624.61,MNF-SITE-03-2025-01-09
TKT-SITE-03-2025-01-09-00741,SITE-03,2025-01-09T18:28:00+00:00,115.74,3273.94,MNF-SITE-03-2025-01-09
TKT-SITE-03-2025-01-09-00742,SITE-03,2025-01-09T18:54:00+00:00,120.813,3303.91,MNF-SITE-03-2025-01-09
TKT-SITE-03-2025-01-09-00743,SITE-03,2025-01-09T08:47:00+00:00,116.897,3571.36,MNF-SITE-03-2025-01-09
TKT-SITE-04-2025-01-09-00744,SITE-04,2025-01-09T02:12:00+00:00,100.126,2959.84,MNF-SITE-04-2025-01-09
TKT-SITE-04-2025-01-09-00745,SITE-04,2025-01-09T23:42:00+00:00,102.948,3619.75,MNF-SITE-04-2025-01-09
TKT-SITE-04-2025-01-09-00746,SITE-04,2025-01-09T00:04:00+00:00,104.243,3632.34,MNF-SITE-04-2025-01-09
TKT-SITE-04-2025-01-09-00747,SITE-04,2025-01-09T11:30:00+00:00,100.31,3986.28,MNF-SITE-04-2025-01-09
TKT-SITE-04-2025-01-09-00748,SITE-04,2025-01-09T23:38:00+00:00,100.271,3131.08,MNF-SITE-04-2025-01-09
TKT-SITE-04-2025-01-09-00749,SITE-04,2025-01-09T06:22:00+00:00,101.613,3563.11,MNF-SITE-04-2025-01-09
TKT-SITE-04-2025-01-09-00750,SITE-04,2025-01-09T17:31:00+00:00,98.595,3431.37,MNF-SITE-04-2025-01-09
TKT-SITE-05-2025-01-09-00751,SITE-05,2025-01-09T17:25:00+00:00,115.785,3708.9,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00752,SITE-05,2025-01-09T20:37:00+00:00,113.299,3572.19,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00753,SITE-05,2025-01-09T07:54:00+00:00,121.901,3306.62,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00754,SITE-05,2025-01-09T12:44:00+00:00,120.474,3343.31,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00755,SITE-05,2025-01-09T09:40:00+00:00,120.644,3318.37,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00756,SITE-05,2025-01-09T09:24:00+00:00,121.215,3116.53,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00757,SITE-05,2025-01-09T08:56:00+00:00,121.053,3744.95,MNF-SITE-05-2025-01-09
TKT-SITE-05-2025-01-09-00758,SITE-05,2025-01-09T06:19:00+00:00,123.239,3204.03,MNF-SITE-05-2025-01-09
TKT-SITE-06-2025-01-09-00759,SITE-06,2025-01-09T08:40:00+00:00,107.532,3605.69,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00760,SITE-06,2025-01-09T01:00:00+00:00,103.609,3707.89,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00761,SITE-06,2025-01-09T21:36:00+00:00,103.385,3856.88,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00762,SITE-06,2025-01-09T22:51:00+00:00,106.886,3638.06,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00763,SITE-06,2025-01-09T05:43:00+00:00,104.995,2728.59,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00764,SITE-06,2025-01-09T03:37:00+00:00,103.675,2866.61,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00765,SITE-06,2025-01-09T17:02:00+00:00,109.869,3520.16,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00766,SITE-06,2025-01-09T02:40:00+00:00,105.399,3350.78,MNF-SITE-06-2025-01-09
TKT-SITE-06-2025-01-09-00767,SITE-06,2025-01-09T12:27:00+00:00,108.201,3404.19,MNF-SITE-06-2025-01-09
TKT-SITE-07-2025-01-09-00768,SITE-07,2025-01-09T22:15:00+00:00,116.503,2948.91,MNF-SITE-07-2025-01-09
TKT-SITE-07-2025-01-09-00769,SITE-07,2025-01-09T18:13:00+00:00,116.681,3505.0,MNF-SITE-07-2025-01-09
TKT-SITE-07-2025-01-09-00770,SITE-07,2025-01-09T05:45:00+00:00,114.426,3470.44,MNF-SITE-07-2025-01-09
TKT-SITE-07-2025-01-09-00771,SITE-07,2025-01-09T10:02:00+00:00,112.513,3135.79,MNF-SITE-07-2025-01-09
TKT-SITE-08-2025-01-09-00772,SITE-08,2025-01-09T14:30:00+00:00,123.164,3594.42,MNF-SITE-08-2025-01-09
TKT-SITE-08-2025-01-09-00773,SITE-08,2025-01-09T00:36:00+00:00,127.951,3829.5,MNF-SITE-08-2025-01-09
TKT-SITE-08-2025-01-09-00774,SITE-08,2025-01-09T01:04:00+00:00,124.672,3295.06,MNF-SITE-08-2025-01-09
TKT-SITE-08-2025-01-09-00775,SITE-08,2025-01-09T12:06:00+00:00,126.731,3608.35,MNF-SITE-08-2025-01-09
TKT-SITE-08-2025-01-09-00776,SITE-08,2025-01-09T17:36:00+00:00,125.992,3845.34,MNF-SITE-08-2025-01-09
TKT-SITE-08-2025-01-09-00777,SITE-08,2025-01-09T20:15:00+00:00,125.91,3832.39,MNF-SITE-08-2025-01-09
TKT-SITE-08-2025-01-09-00778,SITE-08,2025-01-09T18:20:00+00:00,123.932,2847.12,MNF-SITE-08-2025-01-09
TKT-SITE-09-2025-01-09-00779,SITE-09,2025-01-09T10:41:00+00:00,137.837,3358.4,MNF-SITE-09-2025-01-09
TKT-SITE-09-2025-01-09-00780,SITE-09,2025-01-09T18:28:00+00:00,143.307,3523.38,MNF-SITE-09-2025-01-09
TKT-SITE-09-2025-01-09-00781,SITE-09,2025-01-09T17:44:00+00:00,144.691,3231.68,MNF-SITE-09-2025-01-09
TKT-SITE-09-2025-01-09-00782,SITE-09,2025-01-09T19:10:00+00:00,139.853,3709.98,MNF-SITE-09-2025-01-09
TKT-SITE-09-2025-01-09-00783,SITE-09,2025-01-09T23:29:00+00:00,142.701,3975.92,MNF-SITE-09-2025-01-09
TKT-SITE-09-2025-01-09-00784,SITE-09,2025-01-09T09:56:00+00:00,142.046,3815.62,MNF-SITE-09-2025-01-09
TKT-SITE-10-2025-01-09-00785,SITE-10,2025-01-09T10:12:00+00:00,121.114,3587.0,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00786,SITE-10,2025-01-09T22:00:00+00:00,122.099,3522.07,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00787,SITE-10,2025-01-09T10:13:00+00:00,119.098,3530.98,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00788,SITE-10,2025-01-09T08:59:00+00:00,121.303,4343.75,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00789,SITE-10,2025-01-09T12:03:00+00:00,119.725,3665.74,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00790,SITE-10,2025-01-09T11:35:00+00:00,121.093,4393.65,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00791,SITE-10,2025-01-09T19:46:00+00:00,120.046,3628.42,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00792,SITE-10,2025-01-09T13:52:00+00:00,120.104,3599.86,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00793,SITE-10,2025-01-09T20:06:00+00:00,122.74,3626.52,MNF-SITE-10-2025-01-09
TKT-SITE-10-2025-01-09-00794,SITE-10,2025-01-09T07:16:00+00:00,120.669,3379.04,MNF-SITE-10-2025-01-09
TKT-SITE-11-2025-01-09-00795,SITE-11,2025-01-09T08:28:00+00:00,156.273,3463.31,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00796,SITE-11,2025-01-09T13:31:00+00:00,155.782,4083.03,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00797,SITE-11,2025-01-09T00:17:00+00:00,158.136,3703.0,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00798,SITE-11,2025-01-09T01:37:00+00:00,159.465,3405.37,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00799,SITE-11,2025-01-09T09:35:00+00:00,158.349,3955.5,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00800,SITE-11,2025-01-09T22:29:00+00:00,158.587,3419.54,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00801,SITE-11,2025-01-09T08:00:00+00:00,156.219,3528.95,MNF-SITE-11-2025-01-09
TKT-SITE-11-2025-01-09-00802,SITE-11,2025-01-09T17:14:00+00:00,155.779,4221.57,MNF-SITE-11-2025-01-09
TKT-SITE-12-2025-01-09-00803,SITE-12,2025-01-09T11:34:00+00:00,131.214,4619.63,MNF-SITE-12-2025-01-09
TKT-SITE-12-2025-01-09-00804,SITE-12,2025-01-09T14:01:00+00:00,126.845,3316.67,MNF-SITE-12-2025-01-09
TKT-SITE-12-2025-01-09-00805,SITE-12,2025-01-09T22:18:00+00:00,126.598,3141.34,MNF-SITE-12-2025-01-09
TKT-SITE-12-2025-01-09-00806,SITE-12,2025-01-09T17:41:00+00:00,125.793,3678.14,MNF-SITE-12-2025-01-09
TKT-SITE-12-2025-01-09-00807,SITE-12,2025-01-09T09:59:00+00:00,128.584,3733.61,MNF-SITE-12-2025-01-09
TKT-SITE-12-2025-01-09-00808,SITE-12,2025-01-09T14:41:00+00:00,129.797,3408.92,MNF-SITE-12-2025-01-09
TKT-SITE-01-2025-01-10-00809,SITE-01,2025-01-10T14:07:00+00:00,145.599,3297.27,MNF-SITE-01-2025-01-10
TKT-SITE-01-2025-01-10-00810,SITE-01,2025-01-10T15:43:00+00:00,145.867,3684.76,MNF-SITE-01-2025-01-10
TKT-SITE-01-2025-01-10-00811,SITE-01,2025-01-10T11:42:00+00:00,148.665,4442.33,MNF-SITE-01-2025-01-10
TKT-SITE-01-2025-01-10-00812,SITE-01,2025-01-10T03:16:00+00:00,150.904,3954.09,MNF-SITE-01-2025-01-10
TKT-SITE-02-2025-01-10-00813,SITE-02,2025-01-10T01:27:00+00:00,106.093,3481.81,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00814,SITE-02,2025-01-10T04:30:00+00:00,105.615,3421.42,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00815,SITE-02,2025-01-10T04:43:00+00:00,105.539,3106.98,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00816,SITE-02,2025-01-10T16:37:00+00:00,105.623,3450.58,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00817,SITE-02,2025-01-10T12:48:00+00:00,107.343,3826.8,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00818,SITE-02,2025-01-10T07:11:00+00:00,105.008,3582.38,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00819,SITE-02,2025-01-10T12:31:00+00:00,107.356,3251.08,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00820,SITE-02,2025-01-10T23:46:00+00:00,108.167,3906.91,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00821,SITE-02,2025-01-10T16:45:00+00:00,109.924,3086.83,MNF-SITE-02-2025-01-10
TKT-SITE-02-2025-01-10-00822,SITE-02,2025-01-10T00:43:00+00:00,106.037,3378.8,MNF-SITE-02-2025-01-10
TKT-SITE-03-2025-01-10-00823,SITE-03,2025-01-10T20:01:00+00:00,111.114,3153.49,MNF-SITE-03-2025-01-10
TKT-SITE-03-2025-01-10-00824,SITE-03,2025-01-10T20:51:00+00:00,111.1,3143.73,MNF-SITE-03-2025-01-10
TKT-SITE-03-2025-01-10-00825,SITE-03,2025-01-10T12:35:00+00:00,111.426,3502.81,MNF-SITE-03-2025-01-10
TKT-SITE-03-2025-01-10-00826,SITE-03,2025-01-10T20:51:00+00:00,112.185,4276.09,MNF-SITE-03-2025-01-10
TKT-SITE-03-2025-01-10-00827,SITE-03,2025-01-10T18:00:00+00:00,111.977,3035.99,MNF-SITE-03-2025-01-10
TKT-SITE-04-2025-01-10-00828,SITE-04,2025-01-10T16:54:00+00:00,99.952,2995.2,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00829,SITE-04,2025-01-10T16:53:00+00:00,101.897,3357.63,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00830,SITE-04,2025-01-10T01:59:00+00:00,101.312,3859.06,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00831,SITE-04,2025-01-10T04:47:00+00:00,100.21,2862.3,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00832,SITE-04,2025-01-10T05:09:00+00:00,103.066,3156.1,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00833,SITE-04,2025-01-10T07:22:00+00:00,98.503,3108.94,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00834,SITE-04,2025-01-10T21:34:00+00:00,104.548,2998.0,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00835,SITE-04,2025-01-10T00:06:00+00:00,101.797,3648.45,MNF-SITE-04-2025-01-10
TKT-SITE-04-2025-01-10-00836,SITE-04,2025-01-10T05:45:00+00:00,104.258,2942.57,MNF-SITE-04-2025-01-10
TKT-SITE-05-2025-01-10-00837,SITE-05,2025-01-10T13:26:00+00:00,127.034,3737.24,MNF-SITE-05-2025-01-10
TKT-SITE-05-2025-01-10-00838,SITE-05,2025-01-10T10:20:00+00:00,119.418,3229.67,MNF-SITE-05-2025-01-10
TKT-SITE-05-2025-01-10-00839,SITE-05,2025-01-10T09:24:00+00:00,124.219,3709.38,MNF-SITE-05-2025-01-10
TKT-SITE-05-2025-01-10-00840,SITE-05,2025-01-10T09:13:00+00:00,126.385,3759.1,MNF-SITE-05-2025-01-10
TKT-SITE-05-2025-01-10-00841,SITE-05,2025-01-10T02:25:00+00:00,120.586,3354.8,MNF-SITE-05-2025-01-10
TKT-SITE-05-2025-01-10-00842,SITE-05,2025-01-10T18:20:00+00:00,125.564,3113.52,MNF-SITE-05-2025-01-10
TKT-SITE-05-2025-01-10-00843,SITE-05,2025-01-10T00:38:00+00:00,126.646,3576.1,MNF-SITE-05-2025-01-10
TKT-SITE-06-2025-01-10-00844,SITE-06,2025-01-10T07:57:00+00:00,81.257,3034.96,MNF-SITE-06-2025-01-10
TKT-SITE-06-2025-01-10-00845,SITE-06,2025-01-10T05:00:00+00:00,72.742,3712.04,MNF-SITE-06-2025-01-10
TKT-SITE-06-2025-01-10-00846,SITE-06,2025-01-10T03:43:00+00:00,79.538,3347.89,MNF-SITE-06-2025-01-10
TKT-SITE-06-2025-01-10-00847,SITE-06,2025-01-10T09:02:00+00:00,78.116,3380.59,MNF-SITE-06-2025-01-10
TKT-SITE-06-2025-01-10-00848,SITE-06,2025-01-10T05:03:00+00:00,82.117,3611.62,MNF-SITE-06-2025-01-10
TKT-SITE-06-2025-01-10-00849,SITE-06,2025-01-10T20:50:00+00:00,73.63,3412.37,MNF-SITE-06-2025-01-10
TKT-SITE-06-2025-01-10-00850,SITE-06,2025-01-10T16:44:00+00:00,79.753,3080.53,MNF-SITE-06-2025-01-10
TKT-SITE-07-2025-01-10-00851,SITE-07,2025-01-10T00:02:00+00:00,141.969,3312.85,MNF-SITE-07-2025-01-10
TKT-SITE-07-2025-01-10-00852,SITE-07,2025-01-10T01:35:00+00:00,135.193,3481.53,MNF-SITE-07-2025-01-10
TKT-SITE-07-2025-01-10-00853,SITE-07,2025-01-10T21:19:00+00:00,134.351,2548.04,MNF-SITE-07-2025-01-10
TKT-SITE-07-2025-01-10-00854,SITE-07,2025-01-10T01:21:00+00:00,135.353,3738.21,MNF-SITE-07-2025-01-10
TKT-SITE-08-2025-01-10-00855,SITE-08,2025-01-10T19:05:00+00:00,147.125,4153.16,MNF-SITE-08-2025-01-10
TKT-SITE-08-2025-01-10-00856,SITE-08,2025-01-10T09:37:00+00:00,148.913,3768.68,MNF-SITE-08-2025-01-10
TKT-SITE-08-2025-01-10-00857,SITE-08,2025-01-10T03:36:00+00:00,150.107,3683.83,MNF-SITE-08-2025-01-10
TKT-SITE-08-2025-01-10-00858,SITE-08,2025-01-10T02:41:00+00:00,147.901,3553.02,MNF-SITE-08-2025-01-10
TKT-SITE-08-2025-01-10-00859,SITE-08,2025-01-10T15:57:00+00:00,147.986,4511.64,MNF-SITE-08-2025-01-10
TKT-SITE-08-2025-01-10-00860,SITE-08,2025-01-10T08:23:00+00:00,148.018,4140.53,MNF-SITE-08-2025-01-10
TKT-SITE-09-2025-01-10-00861,SITE-09,2025-01-10T18:22:00+00:00,130.72,3792.13,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00862,SITE-09,2025-01-10T06:01:00+00:00,131.081,4154.36,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00863,SITE-09,2025-01-10T13:47:00+00:00,138.163,3252.98,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00864,SITE-09,2025-01-10T03:12:00+00:00,132.548,3694.87,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00865,SITE-09,2025-01-10T13:41:00+00:00,134.882,3627.95,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00866,SITE-09,2025-01-10T00:12:00+00:00,142.052,3912.9,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00867,SITE-09,2025-01-10T08:03:00+00:00,137.82,4157.98,MNF-SITE-09-2025-01-10
TKT-SITE-09-2025-01-10-00868,SITE-09,2025-01-10T17:57:00+00:00,135.545,2814.97,MNF-SITE-09-2025-01-10
TKT-SITE-10-2025-01-10-00869,SITE-10,2025-01-10T00:15:00+00:00,129.231,3501.17,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00870,SITE-10,2025-01-10T09:30:00+00:00,134.669,3852.98,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00871,SITE-10,2025-01-10T04:32:00+00:00,132.798,3804.39,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00872,SITE-10,2025-01-10T16:36:00+00:00,131.799,3117.82,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00873,SITE-10,2025-01-10T18:04:00+00:00,126.554,3625.22,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00874,SITE-10,2025-01-10T17:54:00+00:00,134.025,4165.29,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00875,SITE-10,2025-01-10T07:08:00+00:00,134.818,3188.94,MNF-SITE-10-2025-01-10
TKT-SITE-10-2025-01-10-00876,SITE-10,2025-01-10T11:59:00+00:00,132.421,4530.31,MNF-SITE-10-2025-01-10
TKT-SITE-11-2025-01-10-00877,SITE-11,2025-01-10T09:21:00+00:00,139.868,3288.71,MNF-SITE-11-2025-01-10
TKT-SITE-11-2025-01-10-00878,SITE-11,2025-01-10T05:40:00+00:00,142.457,3206.08,MNF-SITE-11-2025-01-10
TKT-SITE-11-2025-01-10-00879,SITE-11,2025-01-10T02:21:00+00:00,140.469,4229.63,MNF-SITE-11-2025-01-10
TKT-SITE-11-2025-01-10-00880,SITE-11,2025-01-10T04:45:00+00:00,139.941,2697.41,MNF-SITE-11-2025-01-10
TKT-SITE-11-2025-01-10-00881,SITE-11,2025-01-10T02:32:00+00:00,139.184,3640.53,MNF-SITE-11-2025-01-10
TKT-SITE-11-2025-01-10-00882,SITE-11,2025-01-10T01:38:00+00:00,140.531,3520.32,MNF-SITE-11-2025-01-10
